,Date,Open,High,Low,Close,Adj Close,Volume,Daily_return,Cum_return,Average,StDev,bollinger_hi,bollinger_low,BB_owned_short,BB_owned_long
1,3/5/2019,25829.07031,25877.15039,25725.63086,25806.63086,25806.63086,252260000,-0.0005042488880887499,-0.0005042488880887499,,,,,,
2,3/6/2019,25818.75977,25837.60938,25633.71094,25673.46094,25673.46094,256250000,-0.005160298557469282,-0.005664547445558032,,,,,,
3,3/7/2019,25645.44922,25645.44922,25352.55078,25473.23047,25473.23047,289140000,-0.007799122621914887,-0.01346367006747292,,,,,,
4,3/8/2019,25347.38086,25466.14063,25252.46094,25450.24023,25450.24023,270500000,-0.0009025254973873433,-0.014366195564860263,,,,,,
5,3/11/2019,25208.0,25661.63086,25208.0,25650.88086,25650.88086,309790000,0.007883643855097775,-0.006482551709762488,,,,,,
6,3/12/2019,25600.30078,25675.43945,25522.16992,25554.66016,25554.66016,317730000,-0.0037511655262509247,-0.010233717236013413,,,,,,
7,3/13/2019,25637.23047,25776.49023,25571.31055,25702.89063,25702.89063,331410000,0.005800525973420037,-0.004433191262593376,,,,,,
8,3/14/2019,25692.31055,25752.83984,25621.31055,25709.93945,25709.93945,302790000,0.00027424230610749705,-0.004158948956485879,,,,,,
9,3/15/2019,25720.96094,25927.91016,25649.69922,25848.86914,25848.86914,616910000,0.005403734624509091,0.0012447856680232114,,,,,,
10,3/18/2019,25801.88086,25924.76953,25785.66016,25914.09961,25914.09961,399530000,0.0025235328341331937,0.003768318502156405,,,,,,
11,3/19/2019,25987.86914,26109.67969,25814.91992,25887.38086,25887.38086,342250000,-0.0010310506790554086,0.0027372678231009965,,,,,,
12,3/20/2019,25867.78906,25929.51953,25670.63086,25745.66992,25745.66992,321980000,-0.00547413200147127,-0.0027368641783702733,,,,,,
13,3/21/2019,25688.43945,26009.90039,25657.7793,25962.50977,25962.50977,335250000,0.008422381343107048,0.005685517164736774,,,,,,
14,3/22/2019,25844.65039,25877.00977,25501.44922,25502.32031,25502.32031,386510000,-0.017725153079451356,-0.012039635914714582,,,,,,
15,3/25/2019,25490.7207,25603.26953,25372.25977,25516.83008,25516.83008,303120000,0.0005689588172222503,-0.011470677097492332,,,,,,
16,3/26/2019,25649.56055,25796.28906,25544.7793,25657.73047,25657.73047,305110000,0.005521861044583124,-0.005948816052909208,,,,,,
17,3/27/2019,25676.33984,25758.16992,25425.26953,25625.58984,25625.58984,270340000,-0.0012526684711096374,-0.007201484524018846,,,,,,
18,3/28/2019,25693.32031,25743.41016,25576.68945,25717.46094,25717.46094,237170000,0.0035851311354634673,-0.0036163533885553785,,,,,,
19,3/29/2019,25827.31055,25949.32031,25771.66992,25928.67969,25928.67969,300620000,0.008213048344577364,0.004596694956021986,,,,,,
20,4/1/2019,26075.09961,26280.90039,26071.68945,26258.41992,26258.41992,295570000,0.012717200950543248,0.017313895906565235,,,,,,
21,4/2/2019,26213.55078,26221.24023,26122.31055,26179.13086,26179.13086,250940000,-0.003019567066166377,0.014294328840398858,25750.79166714286,217.18731299108654,26185.166293125036,25316.417041160686,0.0,0.0
22,4/3/2019,26238.0293,26282.16992,26138.4707,26218.13086,26218.13086,271980000,0.0014897362409991024,0.01578406508139796,25770.386905238094,239.85735799960386,26250.101621237303,25290.672189238885,0.0,0.0
23,4/4/2019,26213.41992,26398.90039,26212.7793,26384.63086,26384.63086,233040000,0.0063505671281099095,0.02213463220950787,25804.252139523807,273.353992196699,26350.960123917204,25257.54415513041,1.0,0.0
24,4/5/2019,26427.56055,26487.57031,26370.82031,26424.99023,26424.99023,229550000,0.0015296545255512552,0.023664286735059124,25849.574032857145,293.8582122341891,26437.290457325522,25261.857608388767,1.0,0.0
25,4/8/2019,26312.66992,26344.65039,26246.0293,26341.01953,26341.01953,229380000,-0.0031777003234107924,0.02048658641164833,25891.992094761903,297.6003223298185,26487.192739421538,25296.791450102268,1.0,0.0
26,4/9/2019,26243.53906,26246.33984,26103.14063,26150.58008,26150.58008,244410000,-0.00722976761712312,0.013256818794525211,25915.787295714283,297.33497206363705,26510.45723984156,25321.117351587007,1.0,0.0
27,4/10/2019,26173.71094,26209.49023,26101.24023,26157.16016,26157.16016,203130000,0.0002516227165848676,0.013508441511110079,25944.477771904756,289.717427142483,26523.91262618972,25365.04291761979,1.0,0.0
28,4/11/2019,26188.21094,26229.88086,26062.58984,26143.05078,26143.05078,211680000,-0.0005394079446580892,0.01296903356645199,25965.43777904762,287.27729498895997,26539.992369025542,25390.8831890697,1.0,0.0
29,4/12/2019,26357.78906,26436.67969,26309.7207,26412.30078,26412.30078,369910000,0.010299104043587066,0.023268137610039055,25998.88355666666,296.7727252415663,26592.429007149793,25405.338106183528,1.0,0.0
30,4/15/2019,26407.75977,26424.84961,26316.41992,26384.76953,26384.76953,250620000,-0.001042364700800594,0.02222577290923846,26024.402622857142,306.1216253901205,26636.645873637382,25412.1593720769,1.0,0.0
31,4/16/2019,26482.18945,26530.71094,26397.18945,26452.66016,26452.66016,302340000,0.0025730992238838803,0.02479887213312234,26050.048363333328,318.7189177008539,26687.486198735034,25412.61052793162,1.0,0.0
32,4/17/2019,26468.5293,26501.01953,26391.85938,26449.53906,26449.53906,367780000,-0.00011798813356094229,0.024680883999561396,26076.81780142857,327.85045454871346,26732.518710525997,25421.11689233114,1.0,0.0
33,4/18/2019,26463.36914,26602.41992,26444.5293,26559.53906,26559.53906,332850000,0.004158862645979132,0.02883974664554053,26115.573474761903,334.7788268791944,26785.13112852029,25446.015821003515,1.0,0.0
34,4/22/2019,26510.76953,26553.05078,26458.60938,26511.05078,26511.05078,232570000,-0.0018256446352649073,0.027014102010275622,26141.694475238095,343.5245711584339,26828.743617554963,25454.645332921227,1.0,0.0
35,4/23/2019,26513.83008,26695.96094,26503.56055,26656.39063,26656.39063,311690000,0.005482236490967194,0.03249633850124282,26196.650204761903,328.0908907594907,26852.831986280886,25540.46842324292,1.0,0.0
36,4/24/2019,26652.56055,26680.58008,26582.85938,26597.05078,26597.05078,283370000,-0.002226102206546194,0.030270236294696624,26248.089285714286,299.6224549806881,26847.334195675663,25648.84437575291,1.0,0.0
37,4/25/2019,26426.36914,26536.48047,26310.2793,26462.08008,26462.08008,296730000,-0.005074649107392562,0.02519558718730406,26286.39164809524,270.3638612201477,26827.119370535536,25745.663925654942,1.0,0.0
38,4/26/2019,26454.61914,26543.56055,26392.55078,26543.33008,26543.33008,317290000,0.0030704313400294115,0.028266018527333472,26330.093564285715,229.25789738109134,26788.609359047896,25871.577769523534,1.0,0.0
39,4/29/2019,26559.86914,26602.53906,26520.75,26554.39063,26554.39063,279450000,0.00041669790364156023,0.028682716430975034,26369.94735904762,186.12083272506248,26742.189024497744,25997.705693597494,1.0,0.0
40,4/30/2019,26594.56055,26614.03906,26419.4707,26592.91016,26592.91016,340320000,0.0014505898680454018,0.030133306299020435,26401.57738142857,162.2967833499813,26726.170948128532,26076.98381472861,1.0,0.0
41,5/1/2019,26639.06055,26689.39063,26426.38086,26430.14063,26430.14063,303850000,-0.006120786669103603,0.024012519629916834,26409.754558095236,159.01611986498415,26727.786797825203,26091.722318365268,1.0,0.0
42,5/2/2019,26407.15039,26454.68945,26180.35938,26307.78906,26307.78906,287610000,-0.004629244002626502,0.019383275627290333,26415.881139047622,152.0105202509845,26719.90217954959,26111.860098545654,0.0,0.0
43,5/3/2019,26379.14063,26534.96094,26370.08984,26504.94922,26504.94922,248900000,0.007494364484614712,0.026877640111905046,26429.539156190476,146.1257241971553,26721.79060458479,26137.287707796164,0.0,0.0
44,5/6/2019,26160.61914,26476.26953,26033.94922,26438.48047,26438.48047,283020000,-0.0025077863552307534,0.024369853756674293,26432.103423333334,145.77030779332125,26723.644038919978,26140.56280774669,0.0,0.0
45,5/7/2019,26276.90039,26276.90039,25789.71094,25965.08984,25965.08984,334960000,-0.017905364513560416,0.006464489243113877,26410.2034047619,177.89869520314468,26766.00079516819,26054.406014355613,0.0,1.0
46,5/8/2019,25933.78906,26118.09961,25889.41016,25967.33008,25967.33008,276420000,8.627892350089307e-05,0.00655076816661477,26392.40866904762,202.1953984832808,26796.799466014185,25988.017872081058,0.0,1.0
47,5/9/2019,25878.84961,25884.89063,25517.39063,25828.35938,25828.35938,334760000,-0.00535175158831724,0.0011990165782975303,26377.06482619048,231.55841742036674,26840.181661031213,25913.947991349745,0.0,1.0
48,5/10/2019,25763.7207,26019.32031,25469.85938,25942.36914,25942.36914,294580000,0.004414130929596705,0.005613147507894235,26366.836682380952,246.04789955445736,26858.93248148987,25874.740883272036,0.0,1.0
49,5/13/2019,25568.06055,25568.06055,25222.50977,25324.99023,25324.99023,361240000,-0.02379809286762772,-0.018184945359733484,26327.881418095236,332.7376979552032,26993.35681400564,25662.40602218483,0.0,1.0
50,5/14/2019,25384.0293,25688.96094,25384.0293,25532.05078,25532.05078,291570000,0.008176135434584212,-0.010008809925149272,26285.964751428575,374.4068737913269,27034.77849901123,25537.15100384592,0.0,1.0
51,5/15/2019,25400.13086,25724.89063,25341.93945,25648.01953,25648.01953,270720000,0.0045420852010384415,-0.00546672472411083,26250.881418095243,398.4328185708073,27047.747055236858,25454.01578095363,0.0,1.0
52,5/16/2019,25692.14063,25957.63086,25692.14063,25862.67969,25862.67969,320960000,0.008369463371193847,0.0029027386470830167,26222.78711,404.2514716239549,27031.29005324791,25414.28416675209,0.0,1.0
53,5/17/2019,25719.94922,25948.74023,25657.7793,25764.0,25764.0,283760000,-0.0038155245776081,-0.0009127859305250834,26190.142392857146,412.61816386169517,27015.378720580535,25364.906065133757,0.0,1.0
54,5/20/2019,25655.31055,25751.71094,25560.55078,25679.90039,25679.90039,279560000,-0.003264229545101736,-0.004177015475626819,26148.254837142857,417.85895185799774,26983.97274085885,25312.53693342686,0.0,1.0
55,5/21/2019,25782.33984,25898.26953,25779.60938,25877.33008,25877.33008,260870000,0.007688101861831282,0.0035110863862044626,26118.077660952385,413.205608602857,26944.4888781581,25291.66644374667,0.0,1.0
56,5/22/2019,25818.46094,25878.21094,25755.10938,25776.60938,25776.60938,241760000,-0.003892236938224271,-0.0003811505520198086,26076.18331571429,400.296101307979,26876.775518330247,25275.591113098333,0.0,1.0
57,5/23/2019,25657.99023,25657.99023,25328.08984,25490.4707,25490.4707,316940000,-0.011100710562111952,-0.01148186111413176,26023.489026190473,401.13496956672776,26825.75896532393,25221.219087057016,0.0,1.0
58,5/24/2019,25551.07031,25670.81055,25496.19922,25585.68945,25585.68945,201370000,0.0037354645632338202,-0.007746396550897941,25981.756139047622,398.805549194213,26779.367237436047,25184.145040659198,0.0,1.0
59,5/28/2019,25616.55078,25717.63086,25342.2793,25347.76953,25347.76953,358980000,-0.009298945039763244,-0.017045341590661185,25924.824684285715,399.96412647195143,26724.75293722962,25124.89643134181,0.0,1.0
60,5/29/2019,25231.46094,25231.46094,24938.24023,25126.41016,25126.41016,298930000,-0.008732893430248967,-0.025778235020910152,25856.82561428571,408.8665538986113,26674.558722082933,25039.092506488487,0.0,1.0
61,5/30/2019,25139.93945,25218.53906,25066.75,25169.88086,25169.88086,215240000,0.0017300800123530927,-0.02404815500855706,25789.06231428572,398.5649666977195,26586.192247681156,24991.93238089028,0.0,1.0
62,5/31/2019,25046.31055,25046.31055,24809.50977,24815.03906,24815.03906,292230000,-0.014097873644047194,-0.038146028652604254,25712.15271571429,423.7100266210707,26559.57276895643,24864.732662472146,0.0,1.0
63,6/3/2019,24830.16016,24935.21094,24680.57031,24819.7793,24819.7793,328240000,0.00019102287078967732,-0.03795500578181458,25641.295108095237,443.0978774445163,26527.49086298427,24755.099353206206,0.0,1.0
64,6/4/2019,24962.82031,25343.76953,24962.82031,25332.17969,25332.17969,281690000,0.020644840705735145,-0.017310165076079433,25585.44894,400.67903690494916,26386.807013809896,24784.0908661901,0.0,1.0
65,6/5/2019,25451.0,25544.66016,25373.58008,25539.57031,25539.57031,262660000,0.008186844659161594,-0.00912332041691784,25542.643694285714,349.774055609062,26242.191805503837,24843.095583067592,0.0,1.0
66,6/6/2019,25567.44922,25800.30078,25518.05078,25720.66016,25720.66016,248070000,0.007090559778489879,-0.0020327606384279604,25531.004185714286,338.9116311241989,26208.827447962685,24853.180923465887,0.0,0.0
67,6/7/2019,25768.7207,26072.75,25768.7207,25983.93945,25983.93945,263010000,0.010236101576018111,0.008203340937590151,25531.795108095237,339.9984415487943,26211.791991192826,24851.79822499765,0.0,0.0
68,6/10/2019,26090.2207,26210.60938,26054.31055,26062.67969,26062.67969,249280000,0.003030342652680372,0.011233683590270523,25542.953218095237,353.78328855754023,26250.51979521032,24835.386640980156,0.0,0.0
69,6/11/2019,26180.58984,26248.66992,25998.86914,26048.50977,26048.50977,253490000,-0.000543686227530822,0.0106899973627397,25548.00753380952,360.4698451674165,26268.94722414435,24827.067843474688,0.0,0.0
70,6/12/2019,26040.30078,26082.09961,25958.66016,26004.83008,26004.83008,223690000,-0.001676859458973988,0.009013137903765712,25580.38086,369.84534802999553,26320.071556059993,24840.69016394001,0.0,0.0
71,6/13/2019,26036.93945,26146.91016,25995.71094,26106.76953,26106.76953,213400000,0.003920019845790189,0.0129331577495559,25607.74841952381,386.95815115203726,26381.664721827885,24833.832117219736,0.0,0.0
72,6/14/2019,26076.35938,26162.2793,25988.08984,26089.60938,26089.60938,208020000,-0.0006573065265804146,0.012275851222975486,25628.776507619048,400.99966630187794,26430.775840222803,24826.777175015293,0.0,0.0
73,6/17/2019,26108.5293,26165.7793,26049.80078,26112.5293,26112.5293,199500000,0.0008785075953481613,0.013154358818323648,25640.67410809524,411.84633676007525,26464.36678161539,24816.981434575093,0.0,0.0
74,6/18/2019,26228.88086,26527.18945,26227.75977,26465.53906,26465.53906,273490000,0.013518788469104785,0.026673147287428433,25674.080729999994,449.1160743723031,26572.3128787446,24775.848581255388,0.0,0.0
75,6/19/2019,26490.16016,26569.75,26415.05078,26504.0,26504.0,240950000,0.0014532460462190506,0.028126393333647484,25713.323568571424,484.2776622715822,26681.87889311459,24744.76824402826,0.0,0.0
76,6/20/2019,26665.38086,26798.63086,26539.68945,26753.16992,26753.16992,278170000,0.009401219438575319,0.0375276127722228,25755.030227619045,534.24484221683,26823.519912052703,24686.540543185387,0.0,0.0
77,6/21/2019,26749.11914,26907.36914,26705.86914,26719.13086,26719.13086,485560000,-0.0012723374501708079,0.03625527532205199,25799.91220285714,574.2418119798859,26948.39582681691,24651.42857889737,0.0,0.0
78,6/24/2019,26727.60938,26806.51953,26723.36914,26727.53906,26727.53906,232390000,0.0003146883798000169,0.03656996370185201,25858.82022,603.6115253523301,27066.04327070466,24651.597169295343,0.0,0.0
79,6/25/2019,26731.60938,26752.31055,26527.66016,26548.2207,26548.2207,282160000,-0.006709123484861441,0.02986084021699057,25904.65504142857,618.2027429211068,27141.060527270783,24668.249555586357,0.0,0.0
80,6/26/2019,26599.41992,26660.03906,26536.33008,26536.82031,26536.82031,274340000,-0.0004294219988913425,0.029431418218099227,25961.276507142855,619.0992764928826,27199.47506012862,24723.07795415709,0.0,0.0
81,6/27/2019,26523.7207,26607.24023,26465.32031,26526.58008,26526.58008,246930000,-0.0003858876037284901,0.02904553061437074,26027.95126523809,599.7869873657388,27227.525239969567,24828.377290506614,0.0,0.0
82,6/28/2019,26605.92969,26638.34961,26522.26953,26599.96094,26599.96094,499350000,0.002766314382732187,0.03181184499710293,26096.050316666664,578.2910925747618,27252.632501816188,24939.46813151714,0.0,0.0
83,7/1/2019,26805.85938,26890.64063,26616.21094,26717.42969,26717.42969,267670000,0.004416124905783414,0.03622796990288634,26186.640346666663,512.8935862671822,27212.42751920103,25160.8531741323,0.0,0.0
84,7/2/2019,26719.5293,26787.56055,26632.65039,26786.67969,26786.67969,219270000,0.002591940946546943,0.03881991084943329,26280.302270000004,422.4163251935786,27125.13492038716,25435.469619612846,0.0,0.0
85,7/3/2019,26832.32031,26966.0,26831.43945,26966.0,26966.0,149840000,0.0066943836292985195,0.04551429447873181,26358.10323714286,388.12647331550295,27134.356183773863,25581.850290511855,0.0,0.0
86,7/5/2019,26867.75,26950.81055,26733.33008,26922.11914,26922.11914,192170000,-0.0016272661870504013,0.04388702829168141,26423.938895714287,358.4647792248975,27140.868454164083,25707.00933726449,0.0,0.0
87,7/8/2019,26835.64063,26839.14063,26744.86914,26806.14063,26806.14063,214290000,-0.004307926482194343,0.039579101809487066,26475.628441904766,329.037167473926,27133.702776852617,25817.554106956915,0.0,0.0
88,7/9/2019,26725.11914,26807.69922,26665.57031,26783.49023,26783.49023,218330000,-0.000844970572699792,0.038734131236787275,26513.70228857143,315.2687737149234,27144.239836001274,25883.164741141583,0.0,0.0
89,7/10/2019,26851.960939999997,26983.44922,26813.10938,26860.19922,26860.19922,207990000,0.002864040098630535,0.04159817133541781,26551.679409047618,306.1240955387699,27163.927600125156,25939.43121797008,0.0,0.0
90,7/11/2019,26950.160160000003,27088.44922,26916.320310000003,27088.08008,27088.08008,252300000,0.008483960157314169,0.050082131492731975,26601.182757142855,304.73948058973644,27210.661718322328,25991.70379596338,0.0,0.0
91,7/12/2019,27139.49023,27333.789060000003,27135.44922,27332.0293,27332.0293,248390000,0.009005777422376795,0.05908790891510877,26664.382720000005,312.40552434814595,27289.193768696296,26039.571671303715,1.0,0.0
92,7/15/2019,27364.68945,27364.68945,27294.16992,27359.160160000003,27359.160160000003,199730000,0.0009926397964166078,0.06008054871152538,26724.02036904762,320.0810695334322,27364.182508114485,26083.858229980753,1.0,0.0
93,7/16/2019,27349.320310000003,27398.679689999997,27290.24023,27335.63086,27335.63086,226000000,-0.0008600154340410852,0.05922053327748429,26783.354725238096,311.98525836781533,27407.325241973725,26159.384208502466,1.0,0.0
94,7/17/2019,27320.910160000003,27343.06055,27218.38086,27219.84961,27219.84961,193930000,-0.004235543368030395,0.0549849899094539,26836.08426380953,285.379446794703,27406.843157398936,26265.325370220125,1.0,0.0
95,7/18/2019,27191.98047,27266.81055,27068.789060000003,27222.9707,27222.9707,216070000,0.00011466227935564812,0.05509965218880955,26872.152437142857,284.06748879617226,27440.2874147352,26304.017459550512,1.0,0.0
96,7/19/2019,27246.38086,27342.960939999997,27145.7793,27154.19922,27154.19922,287690000,-0.0025262298063599307,0.05257342238244962,26903.1143047619,277.28771631551393,27457.689737392928,26348.538872130874,1.0,0.0
97,7/22/2019,27174.179689999997,27227.76953,27088.90039,27171.90039,27171.90039,216310000,0.0006518759716163074,0.05322529835406593,26923.053850952376,280.9966990853743,27485.047249123123,26361.06045278163,1.0,0.0
98,7/23/2019,27231.85938,27368.81055,27204.58008,27349.18945,27349.18945,248850000,0.006524720665664225,0.05975001901973015,26953.056640952378,291.5721475819297,27536.200936116238,26369.912345788518,1.0,0.0
99,7/24/2019,27262.24023,27291.039060000003,27191.11914,27269.9707,27269.9707,244320000,-0.0028965666476086366,0.05685345237212151,26978.88671904762,294.60580737586184,27568.098333799342,26389.675104295897,1.0,0.0
100,7/25/2019,27247.39063,27298.429689999997,27062.48047,27140.98047,27140.98047,241420000,-0.0047301198603782535,0.05212333251174326,27007.113374761906,279.27774463588105,27565.66886403367,26448.557885490143,1.0,0.0
101,7/26/2019,27166.0,27213.69922,27123.25,27192.44922,27192.44922,233650000,0.0018963482198769662,0.05401968073162022,27038.333799047618,260.0601823617833,27558.454163771185,26518.21343432405,1.0,0.0
102,7/29/2019,27192.24023,27275.84961,27178.06055,27221.34961,27221.34961,250850000,0.0010628093764627252,0.05508249010808295,27071.41806238095,234.6532493930003,27540.724561166953,26602.11156359495,1.0,0.0
103,7/30/2019,27145.39063,27224.35938,27069.85938,27198.01953,27198.01953,293250000,-0.0008570508198252307,0.05422543928825772,27099.897042857145,209.5193264910439,27518.93569583923,26680.85838987506,1.0,0.0
104,7/31/2019,27244.66992,27281.65039,26719.59961,26864.26953,26864.26953,385150000,-0.012271114065193848,0.04195432522306387,27106.88941619048,198.26488005915454,27503.419176308787,26710.35965607217,0.0,0.0
105,8/1/2019,26879.85938,27175.589839999997,26548.71094,26583.41992,26583.41992,386320000,-0.01045439220621165,0.031499933016852215,27097.210379523807,218.59756851640208,27534.40551655661,26660.015242491005,0.0,1.0
106,8/2/2019,26528.66016,26570.01953,26249.2207,26485.00977,26485.00977,327640000,-0.0037019371584301295,0.027797995858422086,27074.30608285714,255.17196347860352,27584.650009814348,26563.96215589993,0.0,1.0
107,8/5/2019,26259.23047,26259.23047,25523.38086,25717.74023,25717.74023,422240000,-0.02896995495425868,-0.0011719590958365958,27016.954706190474,390.531168919687,27798.01704402985,26235.8923683511,0.0,1.0
108,8/6/2019,25810.61914,26038.67969,25710.86914,26029.51953,26029.51953,318160000,0.012123121907744769,0.010951162811908173,26979.972749047625,444.53102041237656,27869.034789872378,26090.910708222873,0.0,1.0
109,8/7/2019,25814.2207,26073.21094,25440.39063,26007.07031,26007.07031,344790000,-0.00086245233893498,0.010088710472973193,26943.00037190476,491.4969098421381,27925.994191589038,25960.006552220482,0.0,1.0
110,8/8/2019,26086.51953,26383.60938,26038.09961,26378.18945,26378.18945,282530000,0.01426993258280627,0.024358643055779464,26920.047525714286,506.5805019106268,27933.20852953554,25906.886521893033,0.0,1.0
111,8/9/2019,26337.08984,26413.35938,26097.64063,26287.43945,26287.43945,240260000,-0.003440342263521047,0.020918300792258416,26881.92178142857,523.159111387514,27928.2400042036,25835.60355865354,0.0,1.0
112,8/12/2019,26169.91016,26178.94922,25824.93945,25896.43945,25896.43945,199390000,-0.014874023799225526,0.00604427699303289,26813.560359999992,554.2719910434047,27922.1043420868,25705.016377913184,0.0,1.0
113,8/13/2019,25888.88086,26426.9707,25833.25,26279.91016,26279.91016,308900000,0.014807854598713869,0.02085213159174676,26762.16750285714,551.1799367825797,27864.527376422302,25659.80762929198,0.0,1.0
114,8/14/2019,26035.08008,26035.08008,25471.58984,25479.41992,25479.41992,352250000,-0.030460158924683296,-0.009608027332936538,26673.77650571429,601.1861299830184,27876.148765680326,25471.404245748254,0.0,1.0
115,8/15/2019,25514.25,25639.68945,25339.59961,25579.39063,25579.39063,332600000,0.003923586577476581,-0.0056844407554599565,26595.659411428573,632.4488903700185,27860.55719216861,25330.761630688536,0.0,1.0
116,8/16/2019,25678.16992,25929.65039,25678.16992,25886.00977,25886.00977,276210000,0.011986960300781757,0.0063025195453218,26531.994605238102,633.4349919653641,27798.86458916883,25265.124621307375,0.0,1.0
117,8/19/2019,26020.06055,26222.32031,26020.06055,26135.78906,26135.78906,252640000,0.009649200174894262,0.015951719720216063,26483.49888333333,622.3041658411618,27728.107215015654,25238.890551651006,0.0,1.0
118,8/20/2019,26086.85938,26160.11914,25952.0,25962.43945,25962.43945,238100000,-0.006632652628242382,0.009319067091973682,26425.905505238094,611.2773042548349,27648.460113747762,25203.350896728425,0.0,1.0
119,8/21/2019,26145.35938,26268.32031,26141.76953,26202.73047,26202.73047,208790000,0.009255332899774829,0.01857439999174851,26371.312220476186,574.802737731676,27520.917695939537,25221.706745012834,0.0,1.0
120,8/22/2019,26271.64063,26388.7793,26099.00977,26252.24023,26252.24023,222810000,0.001889488580462463,0.020463888572210976,26322.84886476191,536.8999994591002,27396.648863680108,25249.04886584371,0.0,1.0
121,8/23/2019,26134.21094,26320.28906,25507.17969,25628.90039,25628.90039,364260000,-0.023744253234726724,-0.003280364662515748,26250.84505142857,522.9044759175991,27296.654003263768,25205.03609959337,0.0,1.0
122,8/26/2019,25826.05078,25941.25,25716.39063,25898.83008,25898.83008,222780000,0.0105322384453655,0.007251873782849753,26189.244140000006,480.9464539045124,27151.137047809032,25227.35123219098,0.0,1.0
123,8/27/2019,26014.46094,26054.01953,25721.84961,25777.90039,25777.90039,263530000,-0.0046693109158389,0.002582562867010853,26120.508462857146,426.083052371754,26972.674567600654,25268.342358113638,0.0,1.0
124,8/28/2019,25712.99023,26041.57031,25637.42969,26036.09961,26036.09961,207070000,0.010016301409100226,0.01259886427611108,26065.178942857143,347.3284924636831,26759.83592778451,25370.521957929777,0.0,1.0
125,8/29/2019,26249.08984,26408.83984,26185.71094,26362.25,26362.25,208650000,0.012526852903678797,0.025125717179789876,26041.273250952385,304.1747816518653,26649.622814256116,25432.923687648654,0.0,0.0
126,8/30/2019,26476.39063,26514.61914,26295.58984,26403.2793,26403.2793,2190810000,0.0015563656364687508,0.026682082816258626,26032.695126190476,290.34686634556516,26613.388858881608,25452.001393499344,0.0,0.0
127,9/3/2019,26198.25977,26198.25977,25978.2207,26118.01953,26118.01953,223210000,-0.010803952295425552,0.015878130520833075,26015.21940047619,272.2411019703531,26559.701604416896,25470.737196535487,0.0,0.0
128,9/4/2019,26301.99023,26362.34961,26244.43945,26355.4707,26355.4707,202710000,0.009091469195329155,0.02496959971616223,26045.58751809523,272.9665518043257,26591.520621703883,25499.65441448658,0.0,0.0
129,9/5/2019,26603.15039,26836.30078,26603.15039,26728.15039,26728.15039,256670000,0.01414050594057488,0.03911010565673711,26078.855654285715,310.85418730837205,26700.56402890246,25457.14727966897,1.0,0.0
130,9/6/2019,26790.25,26860.86914,26708.39063,26797.46094,26797.46094,209700000,0.0025931667170629824,0.04170327237380009,26116.493303333333,347.42614259744437,26811.34558852822,25421.641018138445,1.0,0.0
