Date,Open,High,Low,Close,Adj Close,Volume
3/4/2019,26122.18945,26155.98047,25611.55078,25819.65039,25819.65039,295510000
3/5/2019,25829.07031,25877.15039,25725.63086,25806.63086,25806.63086,252260000
3/6/2019,25818.75977,25837.60938,25633.71094,25673.46094,25673.46094,256250000
3/7/2019,25645.44922,25645.44922,25352.55078,25473.23047,25473.23047,289140000
3/8/2019,25347.38086,25466.14063,25252.46094,25450.24023,25450.24023,270500000
3/11/2019,25208,25661.63086,25208,25650.88086,25650.88086,309790000
3/12/2019,25600.30078,25675.43945,25522.16992,25554.66016,25554.66016,317730000
3/13/2019,25637.23047,25776.49023,25571.31055,25702.89063,25702.89063,331410000
3/14/2019,25692.31055,25752.83984,25621.31055,25709.93945,25709.93945,302790000
3/15/2019,25720.96094,25927.91016,25649.69922,25848.86914,25848.86914,616910000
3/18/2019,25801.88086,25924.76953,25785.66016,25914.09961,25914.09961,399530000
3/19/2019,25987.86914,26109.67969,25814.91992,25887.38086,25887.38086,342250000
3/20/2019,25867.78906,25929.51953,25670.63086,25745.66992,25745.66992,321980000
3/21/2019,25688.43945,26009.90039,25657.7793,25962.50977,25962.50977,335250000
3/22/2019,25844.65039,25877.00977,25501.44922,25502.32031,25502.32031,386510000
3/25/2019,25490.7207,25603.26953,25372.25977,25516.83008,25516.83008,303120000
3/26/2019,25649.56055,25796.28906,25544.7793,25657.73047,25657.73047,305110000
3/27/2019,25676.33984,25758.16992,25425.26953,25625.58984,25625.58984,270340000
3/28/2019,25693.32031,25743.41016,25576.68945,25717.46094,25717.46094,237170000
3/29/2019,25827.31055,25949.32031,25771.66992,25928.67969,25928.67969,300620000
4/1/2019,26075.09961,26280.90039,26071.68945,26258.41992,26258.41992,295570000
4/2/2019,26213.55078,26221.24023,26122.31055,26179.13086,26179.13086,250940000
4/3/2019,26238.0293,26282.16992,26138.4707,26218.13086,26218.13086,271980000
4/4/2019,26213.41992,26398.90039,26212.7793,26384.63086,26384.63086,233040000
4/5/2019,26427.56055,26487.57031,26370.82031,26424.99023,26424.99023,229550000
4/8/2019,26312.66992,26344.65039,26246.0293,26341.01953,26341.01953,229380000
4/9/2019,26243.53906,26246.33984,26103.14063,26150.58008,26150.58008,244410000
4/10/2019,26173.71094,26209.49023,26101.24023,26157.16016,26157.16016,203130000
4/11/2019,26188.21094,26229.88086,26062.58984,26143.05078,26143.05078,211680000
4/12/2019,26357.78906,26436.67969,26309.7207,26412.30078,26412.30078,369910000
4/15/2019,26407.75977,26424.84961,26316.41992,26384.76953,26384.76953,250620000
4/16/2019,26482.18945,26530.71094,26397.18945,26452.66016,26452.66016,302340000
4/17/2019,26468.5293,26501.01953,26391.85938,26449.53906,26449.53906,367780000
4/18/2019,26463.36914,26602.41992,26444.5293,26559.53906,26559.53906,332850000
4/22/2019,26510.76953,26553.05078,26458.60938,26511.05078,26511.05078,232570000
4/23/2019,26513.83008,26695.96094,26503.56055,26656.39063,26656.39063,311690000
4/24/2019,26652.56055,26680.58008,26582.85938,26597.05078,26597.05078,283370000
4/25/2019,26426.36914,26536.48047,26310.2793,26462.08008,26462.08008,296730000
4/26/2019,26454.61914,26543.56055,26392.55078,26543.33008,26543.33008,317290000
4/29/2019,26559.86914,26602.53906,26520.75,26554.39063,26554.39063,279450000
4/30/2019,26594.56055,26614.03906,26419.4707,26592.91016,26592.91016,340320000
5/1/2019,26639.06055,26689.39063,26426.38086,26430.14063,26430.14063,303850000
5/2/2019,26407.15039,26454.68945,26180.35938,26307.78906,26307.78906,287610000
5/3/2019,26379.14063,26534.96094,26370.08984,26504.94922,26504.94922,248900000
5/6/2019,26160.61914,26476.26953,26033.94922,26438.48047,26438.48047,283020000
5/7/2019,26276.90039,26276.90039,25789.71094,25965.08984,25965.08984,334960000
5/8/2019,25933.78906,26118.09961,25889.41016,25967.33008,25967.33008,276420000
5/9/2019,25878.84961,25884.89063,25517.39063,25828.35938,25828.35938,334760000
5/10/2019,25763.7207,26019.32031,25469.85938,25942.36914,25942.36914,294580000
5/13/2019,25568.06055,25568.06055,25222.50977,25324.99023,25324.99023,361240000
5/14/2019,25384.0293,25688.96094,25384.0293,25532.05078,25532.05078,291570000
5/15/2019,25400.13086,25724.89063,25341.93945,25648.01953,25648.01953,270720000
5/16/2019,25692.14063,25957.63086,25692.14063,25862.67969,25862.67969,320960000
5/17/2019,25719.94922,25948.74023,25657.7793,25764,25764,283760000
5/20/2019,25655.31055,25751.71094,25560.55078,25679.90039,25679.90039,279560000
5/21/2019,25782.33984,25898.26953,25779.60938,25877.33008,25877.33008,260870000
5/22/2019,25818.46094,25878.21094,25755.10938,25776.60938,25776.60938,241760000
5/23/2019,25657.99023,25657.99023,25328.08984,25490.4707,25490.4707,316940000
5/24/2019,25551.07031,25670.81055,25496.19922,25585.68945,25585.68945,201370000
5/28/2019,25616.55078,25717.63086,25342.2793,25347.76953,25347.76953,358980000
5/29/2019,25231.46094,25231.46094,24938.24023,25126.41016,25126.41016,298930000
5/30/2019,25139.93945,25218.53906,25066.75,25169.88086,25169.88086,215240000
5/31/2019,25046.31055,25046.31055,24809.50977,24815.03906,24815.03906,292230000
6/3/2019,24830.16016,24935.21094,24680.57031,24819.7793,24819.7793,328240000
6/4/2019,24962.82031,25343.76953,24962.82031,25332.17969,25332.17969,281690000
6/5/2019,25451,25544.66016,25373.58008,25539.57031,25539.57031,262660000
6/6/2019,25567.44922,25800.30078,25518.05078,25720.66016,25720.66016,248070000
6/7/2019,25768.7207,26072.75,25768.7207,25983.93945,25983.93945,263010000
6/10/2019,26090.2207,26210.60938,26054.31055,26062.67969,26062.67969,249280000
6/11/2019,26180.58984,26248.66992,25998.86914,26048.50977,26048.50977,253490000
6/12/2019,26040.30078,26082.09961,25958.66016,26004.83008,26004.83008,223690000
6/13/2019,26036.93945,26146.91016,25995.71094,26106.76953,26106.76953,213400000
6/14/2019,26076.35938,26162.2793,25988.08984,26089.60938,26089.60938,208020000
6/17/2019,26108.5293,26165.7793,26049.80078,26112.5293,26112.5293,199500000
6/18/2019,26228.88086,26527.18945,26227.75977,26465.53906,26465.53906,273490000
6/19/2019,26490.16016,26569.75,26415.05078,26504,26504,240950000
6/20/2019,26665.38086,26798.63086,26539.68945,26753.16992,26753.16992,278170000
6/21/2019,26749.11914,26907.36914,26705.86914,26719.13086,26719.13086,485560000
6/24/2019,26727.60938,26806.51953,26723.36914,26727.53906,26727.53906,232390000
6/25/2019,26731.60938,26752.31055,26527.66016,26548.2207,26548.2207,282160000
6/26/2019,26599.41992,26660.03906,26536.33008,26536.82031,26536.82031,274340000
6/27/2019,26523.7207,26607.24023,26465.32031,26526.58008,26526.58008,246930000
6/28/2019,26605.92969,26638.34961,26522.26953,26599.96094,26599.96094,499350000
7/1/2019,26805.85938,26890.64063,26616.21094,26717.42969,26717.42969,267670000
7/2/2019,26719.5293,26787.56055,26632.65039,26786.67969,26786.67969,219270000
7/3/2019,26832.32031,26966,26831.43945,26966,26966,149840000
7/5/2019,26867.75,26950.81055,26733.33008,26922.11914,26922.11914,192170000
7/8/2019,26835.64063,26839.14063,26744.86914,26806.14063,26806.14063,214290000
7/9/2019,26725.11914,26807.69922,26665.57031,26783.49023,26783.49023,218330000
7/10/2019,26851.96094,26983.44922,26813.10938,26860.19922,26860.19922,207990000
7/11/2019,26950.16016,27088.44922,26916.32031,27088.08008,27088.08008,252300000
7/12/2019,27139.49023,27333.78906,27135.44922,27332.0293,27332.0293,248390000
7/15/2019,27364.68945,27364.68945,27294.16992,27359.16016,27359.16016,199730000
7/16/2019,27349.32031,27398.67969,27290.24023,27335.63086,27335.63086,226000000
7/17/2019,27320.91016,27343.06055,27218.38086,27219.84961,27219.84961,193930000
7/18/2019,27191.98047,27266.81055,27068.78906,27222.9707,27222.9707,216070000
7/19/2019,27246.38086,27342.96094,27145.7793,27154.19922,27154.19922,287690000
7/22/2019,27174.17969,27227.76953,27088.90039,27171.90039,27171.90039,216310000
7/23/2019,27231.85938,27368.81055,27204.58008,27349.18945,27349.18945,248850000
7/24/2019,27262.24023,27291.03906,27191.11914,27269.9707,27269.9707,244320000
7/25/2019,27247.39063,27298.42969,27062.48047,27140.98047,27140.98047,241420000
7/26/2019,27166,27213.69922,27123.25,27192.44922,27192.44922,233650000
7/29/2019,27192.24023,27275.84961,27178.06055,27221.34961,27221.34961,250850000
7/30/2019,27145.39063,27224.35938,27069.85938,27198.01953,27198.01953,293250000
7/31/2019,27244.66992,27281.65039,26719.59961,26864.26953,26864.26953,385150000
8/1/2019,26879.85938,27175.58984,26548.71094,26583.41992,26583.41992,386320000
8/2/2019,26528.66016,26570.01953,26249.2207,26485.00977,26485.00977,327640000
8/5/2019,26259.23047,26259.23047,25523.38086,25717.74023,25717.74023,422240000
8/6/2019,25810.61914,26038.67969,25710.86914,26029.51953,26029.51953,318160000
8/7/2019,25814.2207,26073.21094,25440.39063,26007.07031,26007.07031,344790000
8/8/2019,26086.51953,26383.60938,26038.09961,26378.18945,26378.18945,282530000
8/9/2019,26337.08984,26413.35938,26097.64063,26287.43945,26287.43945,240260000
8/12/2019,26169.91016,26178.94922,25824.93945,25896.43945,25896.43945,199390000
8/13/2019,25888.88086,26426.9707,25833.25,26279.91016,26279.91016,308900000
8/14/2019,26035.08008,26035.08008,25471.58984,25479.41992,25479.41992,352250000
8/15/2019,25514.25,25639.68945,25339.59961,25579.39063,25579.39063,332600000
8/16/2019,25678.16992,25929.65039,25678.16992,25886.00977,25886.00977,276210000
8/19/2019,26020.06055,26222.32031,26020.06055,26135.78906,26135.78906,252640000
8/20/2019,26086.85938,26160.11914,25952,25962.43945,25962.43945,238100000
8/21/2019,26145.35938,26268.32031,26141.76953,26202.73047,26202.73047,208790000
8/22/2019,26271.64063,26388.7793,26099.00977,26252.24023,26252.24023,222810000
8/23/2019,26134.21094,26320.28906,25507.17969,25628.90039,25628.90039,364260000
8/26/2019,25826.05078,25941.25,25716.39063,25898.83008,25898.83008,222780000
8/27/2019,26014.46094,26054.01953,25721.84961,25777.90039,25777.90039,263530000
8/28/2019,25712.99023,26041.57031,25637.42969,26036.09961,26036.09961,207070000
8/29/2019,26249.08984,26408.83984,26185.71094,26362.25,26362.25,208650000
8/30/2019,26476.39063,26514.61914,26295.58984,26403.2793,26403.2793,2190810000
9/3/2019,26198.25977,26198.25977,25978.2207,26118.01953,26118.01953,223210000
9/4/2019,26301.99023,26362.34961,26244.43945,26355.4707,26355.4707,202710000
9/5/2019,26603.15039,26836.30078,26603.15039,26728.15039,26728.15039,256670000
9/6/2019,26790.25,26860.86914,26708.39063,26797.46094,26797.46094,209700000
9/9/2019,26866.23047,26900.83008,26762.17969,26835.50977,26835.50977,273120000
9/10/2019,26805.83008,26909.42969,26717.05078,26909.42969,26909.42969,322340000
9/11/2019,26928.05078,27137.03906,26885.48047,27137.03906,27137.03906,272590000
9/12/2019,27197.32031,27306.73047,27105.00977,27182.44922,27182.44922,250010000
9/13/2019,27216.66992,27277.55078,27193.94922,27219.51953,27219.51953,255260000
9/16/2019,27146.06055,27172.86914,27032.56055,27076.82031,27076.82031,220620000
9/17/2019,27010.11914,27110.80078,26984.14063,27110.80078,27110.80078,223580000
9/18/2019,27075.39063,27161.92969,26899.15039,27147.08008,27147.08008,212860000
9/19/2019,27186.05078,27272.16992,27064.21094,27094.78906,27094.78906,212360000
9/20/2019,27102.17969,27194.75,26926.67969,26935.07031,26935.07031,497640000
9/23/2019,26851.44922,27011.07031,26831.33984,26949.99023,26949.99023,204240000
9/24/2019,27034.07031,27079.67969,26704.96094,26807.76953,26807.76953,301750000
9/25/2019,26866.71094,27016.56055,26755.85938,26970.71094,26970.71094,237220000
9/26/2019,27004.10938,27015.07031,26803.83984,26891.11914,26891.11914,229180000
9/27/2019,26987.25977,27012.53906,26715.82031,26820.25,26820.25,217780000
9/30/2019,26852.33008,26998.85938,26852.33008,26916.83008,26916.83008,222680000
10/1/2019,26962.53906,27046.21094,26562.2207,26573.03906,26573.03906,260110000
10/2/2019,26425.85938,26438.03906,25974.11914,26078.61914,26078.61914,309640000
10/3/2019,26039.01953,26205.19922,25743.46094,26201.03906,26201.03906,241610000
10/4/2019,26271.69922,26590.74023,26271.69922,26573.7207,26573.7207,221310000
10/7/2019,26502.33008,26655.83984,26424.53906,26478.01953,26478.01953,195200000
10/8/2019,26276.58984,26421.81055,26139.80078,26164.03906,26164.03906,244590000
10/9/2019,26308.23047,26424.31055,26249.75,26346.00977,26346.00977,190060000
10/10/2019,26317.34961,26603.31055,26314.50977,26496.66992,26496.66992,217680000
10/11/2019,26694.19922,27013.9707,26694.19922,26816.58984,26816.58984,282080000
10/14/2019,26766.42969,26874.33008,26749.17969,26787.35938,26787.35938,178620000
10/15/2019,26811.19922,27120.10938,26811.19922,27024.80078,27024.80078,245510000
10/16/2019,26972.31055,27058.33984,26943.28906,27001.98047,27001.98047,214660000
10/17/2019,27032.38086,27112.16016,26970.28906,27025.88086,27025.88086,222540000
10/18/2019,27004.49023,27018.25,26770.13086,26770.19922,26770.19922,288970000
10/21/2019,26852.66992,26852.66992,26747.61914,26827.64063,26827.64063,241030000
10/22/2019,26850.42969,26946.64063,26782.60938,26788.09961,26788.09961,265510000
10/23/2019,26835.24023,26896.89063,26745,26833.94922,26833.94922,247680000
10/24/2019,26893.92969,26931.7793,26714.33984,26805.5293,26805.5293,253590000
10/25/2019,26789.60938,27015.36914,26765.67969,26958.06055,26958.06055,274610000
10/28/2019,27040.33008,27167.88086,27028.71094,27090.7207,27090.7207,290770000
10/29/2019,27061.07031,27165.93945,27039.75977,27071.46094,27071.46094,269610000
10/30/2019,27110.71094,27204.35938,26999.64063,27186.68945,27186.68945,231750000
10/31/2019,27188.36914,27188.36914,26918.28906,27046.23047,27046.23047,270910000
11/1/2019,27142.94922,27347.42969,27142.94922,27347.35938,27347.35938,270870000
11/4/2019,27402.06055,27517.58008,27402.06055,27462.10938,27462.10938,273030000
11/5/2019,27500.23047,27560.35938,27453.55078,27492.63086,27492.63086,286350000
11/6/2019,27502.74023,27526.05078,27407.81055,27492.56055,27492.56055,237910000
11/7/2019,27590.16016,27774.66992,27590.16016,27674.80078,27674.80078,259020000
11/8/2019,27686.19922,27694.94922,27578.9707,27681.24023,27681.24023,221440000
11/11/2019,27580.66016,27714.39063,27517.66992,27691.49023,27691.49023,202350000
11/12/2019,27701.58984,27770.85938,27635.32031,27691.49023,27691.49023,213670000
11/13/2019,27622.03906,27806.40039,27587.19922,27783.58984,27783.58984,278390000
11/14/2019,27757.19922,27800.71094,27676.9707,27781.96094,27781.96094,303970000
11/15/2019,27843.53906,28004.89063,27843.53906,28004.89063,28004.89063,283720000
11/18/2019,27993.2207,28040.9707,27969.24023,28036.2207,28036.2207,252320000
11/19/2019,28079.75977,28090.21094,27894.51953,27934.01953,27934.01953,245890000
11/20/2019,27879.55078,27897.2793,27675.2793,27821.08984,27821.08984,258140000
11/21/2019,27820.2793,27828.33008,27708.33984,27766.28906,27766.28906,232020000
11/22/2019,27831.23047,27898.46094,27773.98047,27875.61914,27875.61914,214780000
11/25/2019,27917.76953,28068.68945,27917.76953,28066.4707,28066.4707,248420000
11/26/2019,28080.75,28146.01953,28042.21094,28121.67969,28121.67969,324050000
11/27/2019,28156.4707,28174.9707,28075.23047,28164,28164,198210000
11/29/2019,28103.16016,28119.50977,28042.5293,28051.41016,28051.41016,120630000
12/2/2019,28109.74023,28109.83984,27782.34961,27783.03906,27783.03906,236610000
12/3/2019,27501.98047,27524.74023,27325.13086,27502.81055,27502.81055,275350000
12/4/2019,27634.63086,27727.44922,27612.08008,27649.7793,27649.7793,218200000
12/5/2019,27736.05078,27745.19922,27562.80078,27677.78906,27677.78906,208600000
12/6/2019,27839.67969,28035.84961,27839.67969,28015.06055,28015.06055,223310000
12/9/2019,27987.05078,28010.41992,27906.14063,27909.59961,27909.59961,217000000
12/10/2019,27900.65039,27949.01953,27804,27881.7207,27881.7207,213250000
12/11/2019,27867.31055,27925.5,27801.80078,27911.30078,27911.30078,213510000
12/12/2019,27898.33984,28224.94922,27859.86914,28132.05078,28132.05078,277740000
12/13/2019,28123.64063,28290.73047,28028.32031,28135.38086,28135.38086,250660000
12/16/2019,28191.66992,28337.49023,28191.66992,28235.89063,28235.89063,286770000
12/17/2019,28221.75,28328.63086,28220.56055,28267.16016,28267.16016,286770000
12/18/2019,28291.43945,28323.25,28239.2793,28239.2793,28239.2793,289890000
12/19/2019,28278.31055,28381.48047,28278.24023,28376.96094,28376.96094,262570000
12/20/2019,28608.64063,28608.64063,28445.59961,28455.08984,28455.08984,603780000
12/23/2019,28491.7793,28582.49023,28491.7793,28551.5293,28551.5293,223530000
12/24/2019,28572.57031,28576.80078,28503.21094,28515.44922,28515.44922,86150000
12/26/2019,28539.46094,28624.09961,28535.15039,28621.39063,28621.39063,155970000
12/27/2019,28675.33984,28701.66016,28608.98047,28645.25977,28645.25977,182280000
12/30/2019,28654.75977,28664.68945,28428.98047,28462.14063,28462.14063,181600000
12/31/2019,28414.64063,28547.34961,28376.49023,28538.43945,28538.43945,193340000
1/2/2020,28638.9707,28872.80078,28627.76953,28868.80078,28868.80078,251820000
1/3/2020,28553.33008,28716.31055,28500.35938,28634.88086,28634.88086,239590000
1/6/2020,28465.5,28708.01953,28418.63086,28703.38086,28703.38086,252760000
1/7/2020,28639.17969,28685.5,28565.2793,28583.67969,28583.67969,258900000
1/8/2020,28556.14063,28866.17969,28522.50977,28745.08984,28745.08984,291750000
1/9/2020,28851.9707,28988.00977,28844.31055,28956.90039,28956.90039,275060000
1/10/2020,28977.51953,29009.07031,28789.09961,28823.76953,28823.76953,237830000
1/13/2020,28869.00977,28909.91016,28819.42969,28907.05078,28907.05078,249830000
1/14/2020,28895.5,29054.16016,28872.26953,28939.66992,28939.66992,287440000
1/15/2020,28901.80078,29127.58984,28897.34961,29030.2207,29030.2207,260270000
1/16/2020,29131.94922,29300.32031,29131.94922,29297.64063,29297.64063,252110000
1/17/2020,29313.31055,29373.61914,29289.91016,29348.09961,29348.09961,321820000
1/21/2020,29269.05078,29341.21094,29146.4707,29196.03906,29196.03906,320640000
1/22/2020,29263.63086,29320.19922,29172.25977,29186.26953,29186.26953,283440000
1/23/2020,29111.01953,29190.4707,28966.98047,29160.08984,29160.08984,307060000
1/24/2020,29230.39063,29288.78906,28843.31055,28989.73047,28989.73047,380010000
1/27/2020,28542.49023,28671.78906,28440.4707,28535.80078,28535.80078,337270000
1/28/2020,28594.2793,28823.23047,28575.75,28722.84961,28722.84961,330140000
1/29/2020,28820.5293,28944.24023,28728.18945,28734.44922,28734.44922,302290000
1/30/2020,28640.16016,28879.71094,28489.75977,28859.43945,28859.43945,326850000
1/31/2020,28813.03906,28813.03906,28169.5293,28256.0293,28256.0293,403890000
2/3/2020,28319.65039,28630.39063,28319.65039,28399.81055,28399.81055,307910000
2/4/2020,28696.74023,28904.88086,28696.74023,28807.63086,28807.63086,332750000
2/5/2020,29048.73047,29308.89063,29000.84961,29290.84961,29290.84961,357540000
2/6/2020,29388.58008,29408.05078,29246.92969,29379.76953,29379.76953,263700000
2/7/2020,29286.91992,29286.91992,29056.98047,29102.50977,29102.50977,252860000
2/10/2020,28995.66016,29278.07031,28995.66016,29276.82031,29276.82031,250510000
2/11/2020,29390.71094,29415.39063,29210.4707,29276.33984,29276.33984,279540000
2/12/2020,29406.75,29568.57031,29406.75,29551.41992,29551.41992,309530000
2/13/2020,29436.0293,29535.40039,29345.92969,29423.31055,29423.31055,291150000
2/14/2020,29440.4707,29463.03906,29283.17969,29398.08008,29398.08008,231000000
2/18/2020,29282.7793,29330.16016,29116.81055,29232.18945,29232.18945,256600000
2/19/2020,29312.69922,29409.08984,29274.38086,29348.0293,29348.0293,240640000
2/20/2020,29296.25,29368.44922,28959.65039,29219.98047,29219.98047,287780000
2/21/2020,29146.5293,29146.5293,28892.69922,28992.41016,28992.41016,311210000
2/24/2020,28402.92969,28402.92969,27912.43945,27960.80078,27960.80078,452580000
2/25/2020,28037.65039,28149.19922,26997.61914,27081.35938,27081.35938,513270000
2/26/2020,27159.46094,27542.7793,26890.9707,26957.58984,26957.58984,472450000
2/27/2020,26526,26775.31055,25752.82031,25766.64063,25766.64063,664980000
2/28/2020,25270.83008,25494.24023,24681.00977,25409.35938,25409.35938,915990000
3/2/2020,25590.50977,26706.16992,25391.96094,26703.32031,26703.32031,637199851
